course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""EDMA 6960-001 -Directed Readings"",",Stacy Reeder,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit six hours. Directed readings and/or literature review under the direction of a faculty member. (Irreg.),May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDMA 6990-001 -Individual Study in Education"",",Stacy Reeder,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDPC 5533-995 -Psychopharm/Neuro of Addiction"",",Gordon Russo,"Prerequisite: Admission to Professional Counseling M.Ed. program or permission of instructor. In this course, alcohol and drug dependency is explored through the study of brain chemistry and related causal factors and pathophysiological processes. The role of psychopharmacology is addressed as an agent frequently used in the management and resolution of withdrawal symptoms. (Sp)",Jul 7 - Aug 1,12 out of 20,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""EDPC 5920-001 -Optional Counseling Internship"",",Gordon Russo,"1 to 3 hours. Prerequisite: Graduate standing, departmental permission, and admission to the Professional Counseling M.Ed. program. Optional counseling internship designed to allow students to make up hours required for completion of practicum and/or internship requirements during summer semester. Introduces student to the profession under supervision of a practitioner whose professional credentials are equal to those of members of the clinical professional counseling program faculty. (Irreg.)",Jul 7 - Aug 1,11 out of 15,Internship,Traditional In-Person,"Times: 5, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDRG 5643-200 -Survey Literacy All Learners"",",Staci Vollmer,"Prerequisite: graduate standing. Survey of the theoretical and evidence based foundations of reading, writing, communication and the integral role of the reading/literacy specialist in schools. This course has a special emphasis on students experiencing literacy difficulties. (Irreg.)",Jun 9 - Jul 3,14 out of 15,Lecture,Blended In-Person Asynchronous,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDRG 5843-300 -Writing Across Disciplines"",",Melissa Wicker,"Prerequisite: graduate standing. Students will learn the theory, pedagogy, and research about writing instruction across the disciplines. Skills to support elementary and secondary teachers to prepare students to be college and career-ready writers will also be emphasized. (Irreg.)",Jul 7 - Aug 1,14 out of 15,Lecture,Blended In-Person Asynchronous,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDRG 5960-001 -Directed Readings"",",Jiening Ruan,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDS 4003-980 -Schools in American Cultures"",",Timothy Ford,"Prerequisite: admission to Teacher Education program; EIPT 3473 or EDEC 3413. An overview of education as a profession based upon historical and philosophical principles including a treatment of current problems and affairs with specific attention given to multicultural phenomena. (F, Sp)",May 12 - Jun 6,20 out of 20,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,5:30 pm - 9:15 pm,Classroom Building 3100  May 12 - Jun 6 8:30 am - 5:00 pm Classroom Building 3100,TR,,,
"""EDS 5960-002 -Directed Readings"",",Hyunju Lee,"1 to 4 hours. Prerequisite: twelve hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDS 5970-001 -Cultiv Indigenous Rsrch Method"",",Robin Minthorn and Natalie Youngbull,1 to 3 hours. Prerequisite: graduate standing or permission of instructor. May be repeated; maximum credit nine hours. Special topics or seminar course for content not currently offered in regularly scheduled courses. May include library and/or laboratory research and field projects. (Irreg.),May 12 - Jul 3,14 out of 15,Seminar,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDS 5980-001 -Research for Master's Thesis"",",TBD,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDS 5990-001 -Independent Study"",",Hyunju Lee,1 to 4 hours. Prerequisite: graduate standing or permission by instructor. May be repeated with change of subject matter; maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDS 6980-001 -Research Doctoral Dissertation"",",Jenny Sperling,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSC 5940-025 -Field Studies in Education"",",Kelly Feille,"1 to 4 hours. Prerequisite: 12 hours of education. May be repeated with change of subject matter; maximum credit eight hours. Practical problems in education as defined by members of the classes. Typical topics: defining educational objectives, relating school programs to established objectives, developing teaching-learning aids, organization for participation in developing and evaluating instructional programs, using community resources for learning, improving evaluation procedure. (Irreg.)",May 12 - Jun 6,12 out of 12,Study Abroad,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not - SBOU Norway,Days not,"available""",,,
"""EDSC 5960-001 -Directed Readings"",",Kelly Feille,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSC 5980-001 -Research for Master's Thesis"",",TBD,"Variable enrollment, two to nine hours; maximum credit applicable toward degree, four hours. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSC 5990-001 -Independent Study"",",TBD,1 to 4 hours. Prerequisite: graduate standing or permission by instructor. May be repeated with change of subject matter; maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent study may include library and/or laboratory research and field projects. (Irreg.),May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSC 6980-001 -Research Doctoral Dissertation"",",TBD,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSC 6990-001 -Individual Study in Education"",",TBD,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 5183-300 -Advanced Assessment"",",Wendy Mitchell,"Prerequisite: Graduate standing. Focus will be on innovative approaches to assessment and education of students with mild to moderate learning and/or behavior problems. Techniques, methods, and materials will be presented within a career/ecological framework and will be research-based. (F, Sp)",Jul 7 - Aug 1,11 out of 20,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 5193-300 -Post-Secondary Ed & Employment"",",Mindy Lingo,Prerequisite: graduate standing and EDSP 5093. Examines options for students with disabilities in terms of post-secondary education and post-secondary employment. Learning is focused on research-based best practices. (Sp),Jul 7 - Aug 1,19 out of 20,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,0 Waiting,5:30 pm - 7:45 pm,Video Conference,"MTWRF""",,,
"""EDSP 5623-300 -Ethics in ABA"",",Mary Barczak,"BLENDED COURSE: MEETS IN CLASSROOM & ONLINE.  Prerequisite: Graduate standing. This course will familiarize the student with ethical issues and responsibilities of special educators and behavior analysts by leading organizations in the fields of education and mental health. Informed consent, due process, protection of confidentiality, and selection of least intrusive, least restrictive behavior change procedures will be presented and discussed within the context of case method. (Su)",Jul 7 - Aug 1,20 out of 30,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,No Wait List,5:30 pm - 7:55 pm,Video Conference,"MTWRF""",,,
"""EDSP 5633-200 -Organizational Behavior Manage"",",Michelle N. Ghosh,BLENDED COURSE: MEETS IN CLASSROOM & ONLINE.  Prerequisite: Graduate standing in College of Education. This course is in a sequence of courses for the Applied Behavior Analysis Certificate Program at the University of Oklahoma. This course provides students with specific examples of effective supervision and how to create that experience when they oversee others. The course highlights behavior skills training and how to ensure they are upholding the ethical code across various supervisory relationships. (Su),Jun 9 - Jul 3,23 out of 30,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,No Wait List,5:30 pm - 7:55 pm,Video Conference,"MTWRF""",,,
"""EDSP 6503-001 -Professional Seminar III"",",Corey Peltier,"Prerequisite: Graduate standing and EDSP 6203. Systematic reviews have a rich history of informing research, teaching, and policy. This course provides a step-by-step approach to conducting systematic reviews. Emphasis will be placed on consulting published standards to identify essential components of the methodology that will increase the internal and external validity of the project. (Sp)",May 12 - Jul 3,10 out of 10,Seminar,Synchronous Video Conf/Remote,Not Repeatable,None,No Wait List,1:00 pm - 2:05 pm,Video Conference,"MTWRF""",,,
"""EDSP 6980-001 -Research Doctoral Dissertation"",",Emily Kuntz,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 6980-002 -Research Doctoral Dissertation"",",Kendra Williams-Diehm,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 6980-003 -Research Doctoral Dissertation"",",Corey Peltier,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 6980-004 -Research Doctoral Dissertation"",",Brittany Hott,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 6980-005 -Research Doctoral Dissertation"",",Mary Barczak,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 6990-001 -Rural School-Based Pro. Dev."",",Brittany Hott,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)",May 12 - Aug 1,10 out of 10,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSP 6990-002 -Individual Study in Education"",",Mary Barczak,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSS 5960-001 -Directed Readings"",",Kristy Brugar,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,2 out of 2,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSS 5960-002 -Directed Readings"",",Neil Houser,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDSS 6980-002 -Research Doctoral Dissertation"",",Kristy Brugar,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,1 out of 1,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 4023-025 -Global Experience: Uganda"",",Julianna Kershen,"(Slashlisted with EDUC 5023) Prerequisite: senior standing or permission of instructor. Designed to give real-world experience in global education through a multi-disciplinary service-learning program. Lecture component will take place on the OU Norman campus and experiential component in Gulu, Uganda. Students will learn about global education in developing countries, impact of conflict on women's educational trajectories, a postcolonial view of working with educators, and active teaching and learning in diverse settings. No student may earn credit for both 4023 and 5023. (Su)",Jun 9 - Jul 3,2 out of 2,Study Abroad,Traditional In-Person,"Times: 2, Max Hours: 9",None,No Wait List,Times not - SBOU UGANDA,Days not,"available""",,,
"""EDUC 4123-501 -Intro to Instruction"",",TBD,"Graduate Assistant tuition waivers cannot be applied towards this course.  Prerequisite: junior standing and majors only. The purpose of this course is to critically explore, question, and discuss issues in education. Questions to be explored include the following: What are teaching and learning? What are the relationships between the student, the school, and society? Emphasis will be reflective learning as an active, contextualized, act of creativity that involves construction of and reflection on knowledge. (F, Sp, Su)",Jun 9 - Aug 1,36 out of 45,Lecture,Asynchronous Online,Not Repeatable,None,0 Waiting,Times not - Online Days,not,"available""",,,
"""EDUC 5023-025 -Global Experience: Uganda"",",Julianna Kershen,"(Slashlisted with EDUC 4023) Prerequisite: graduate standing or permission of instructor. Designed to give real-world experience in global education through a multi-disciplinary service-learning program. Lecture component will take place on the OU Norman campus and experiential component in Gulu, Uganda. Students will learn about global education in developing countries, impact of conflict on women's educational trajectories, a postcolonial view of working with educators, and active teaching and learning in diverse settings. No student may earn credit for both 4023 and 5023. (Su)",Jun 9 - Jul 3,2 out of 2,Study Abroad,Traditional In-Person,"Times: 2, Max Hours: 9",None,No Wait List,Times not - SBOU UGANDA,Days not,"available""",,,
"""EDUC 5960-001 -Directed Readings"",",Talisha Haltiwanger,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. Directed readings and/or literature reviews under the direction of a faculty member. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 5980-001 -Research for Master's Thesis"",",Crag Hill,"2 to 9 hours. Prerequisite: Graduate standing; maximum credit applicable toward degree, four hours. Research and writing of a thesis for completion of a graduate degree. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 6930-001 -Intensive Studies in Education"",",Kate Raymond,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 6930-002 -Intensive Studies in Education"",",TBD,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 6930-003 -Intensive Studies in Education"",",Rebecca Borden,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 6930-004 -Intensive Studies in Education"",",Crag Hill,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EDUC 6930-005 -Intensive Studies in Education"",",Kelly Feille,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 3483-995 -Motiv/Class Mgmt for Teachers"",",Maria Idrees,"Notice: Some Summer Session courses list a \""CONF\"" meeting time on the class schedule in order to restrict students to enrollment in only one course for parts of term by creating a time conflict with other Summer Session courses. There is not an expectation for students to actually meet for those listed times. Consult your College Advisor for potential exceptions.  Prerequisite: EIPT 3473 or EDEC 3413; Admission to Teacher Education program. Classroom implications from the study of motivation and classroom management are presented. Topics include various perspectives on motivation processes in achievement settings and holistic approaches to classroom management. (F, Sp)",Jul 7 - Aug 1,16 out of 30,Lecture,Asynchronous Online,Not Repeatable,None,0 Waiting,Times not - Online Days,not,"available""",,,
"""EIPT 5023-995 -Analysis-Quantitative Data I"",",Howard Crowson,"Prerequisite: graduate standing in the College of Education, or permission of instructor. A brief review of descriptive statistics, introduction to basic inferential statistics, and analysis of variance. Topics covered include data screening and cleaning, correlation, simple regression, oneway ANOVA, factorial ANOVA, analysis of covariance, repeated-measures designs, and nonparametric techniques. Focus is on computer-based data analysis, and substantive conceptualization and interpretation of results. (F, Su)",Jun 9 - Jul 3,6 out of 20,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""EIPT 5033-995 -Intro to Research & Eval in Ed"",",TBD,"Prerequisite: graduate standing. An introduction to major methods of scholarship and research in education. The main goal of the class is to help students develop the knowledge and skills required for critical reading of research. (F, Su-Irreg.)",May 12 - Jul 3,12 out of 25,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""EIPT 5910-011 -Practicum in Educ--Master's"",",Amy Bradshaw,"1 to 4 hours. Prerequisite: graduate standing, permission of instructor and dean. May be repeated; maximum credit six hours. Variable as to title and subject profession. Provides field-type experience under faculty supervision and is designed to introduce the student to the practical application of theory within an environment in which professional practice takes place. Seminar experience is to be included. (Irreg.)",May 12 - Aug 1,5 out of 5,Practicum,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 5920-001 -Internship in Educ--Master's"",",Amy Bradshaw,"1 to 6 hours. Prerequisite: 5910, permission of instructor. May be repeated; maximum credit six hours. Variable as to title and subject profession. Available to master's degree programs specifically requiring an internship in addition to thirty-two hours of other coursework as part of the degree. Introduces the student to the profession under the supervision of a practitioner whose credentials are equal to those of the graduate faculty. (Irreg.)",May 12 - Aug 1,1 out of 1,Internship,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 5960-005 -Directed Readings"",",Benjamin Heddy,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 5960-006 -Directed Readings"",",Amy Bradshaw,"1 to 4 hours. Prerequisite: 12 hours of education, approval of instructor, adviser and dean. May be repeated; maximum undergraduate credit eight hours; maximum graduate credit four hours. (Irreg.)",Jun 9 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 6023-995 -Analysis-Quantitative Data II"",",Howard Crowson,"Prerequisite: 5023. A continuation of 5023. Topics include power analysis, multiple linear regression, analysis of variance models, and an introduction to non-parametric statistics. (Sp)",Jul 7 - Aug 1,9 out of 20,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""EIPT 6930-002 -Intensive Studies in Education"",",Maeghan Hennessey,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 6930-003 -Intensive Studies in Education"",",Alison Koenka,"1 to 6 hours. Prerequisite: 12 hours of education and permission of instructor. Repeatable with change of title and subject. Opportunity offered for professional educators and others interested in education, cooperatively, to seek solutions to educational problems. Organized groups work in curriculum, guidance, instruction, administration and supervision. Competent leadership and expert consultant service provided. (Irreg.)",May 12 - Aug 1,1 out of 1,Independent Study,Traditional In-Person,Max Hours: 9,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 6980-001 -Research Doctoral Dissertation"",",Alison Koenka,"2 to 16 hours. Prerequisite: Graduate standing and permission of instructor; may be repeated. Directed research culminating in the completion of the doctoral dissertation. Maximum of 15 hours credit for the Ed.D. and 30 hours for the Ph.D. (F, Sp, Su)",May 12 - Aug 1,5 out of 5,Thesis/Dissertation,Traditional In-Person,Times: 30,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EIPT 6990-005 -Individual Study in Education"",",Benjamin Heddy,"1 to 4 hours. Prerequisite: 12 hours of education, graduate standing and permission of the instructor. May be repeated with change of subject matter; maximum credit eight hours. For advanced graduate students who need to study some problem or area not adequately covered in the organized courses, under the direction of a staff member in whose area of specialization the problem lies. (Irreg.)",May 12 - Aug 1,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not available,Location not available,Days not available,,,
"""EMAD 5342-100 -Project Mgt for Aero&Def"",",Jeremy Bellah,"Prerequisite: Graduate standing, departmental permission, and admission to the Executive Management in Aerospace/Defense graduate certificate program. This course develops the knowledge, skills, tools, and techniques to initiate, plan, execute, monitor, and control activities related to meeting A&D project requirements. It focuses on the theoretical foundations and practical applications of project management along with the IT tools to support project planning, budgeting, scheduling, cost analysis, resource leveling/control, and human resource management in A&D organizations. (Irreg.)",May 12 - Jul 3,36 out of 36,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,No Wait List,7:00 pm - 9:00 pm,Video Conference,"T""",,,
"""EMAD 5352-100 -Global Aero&Def Strategy"",",Shad Satterthwaite,"Prerequisite: Graduate standing, departmental permission, and admission to the Executive Management in Aerospace/Defense graduate certificate program. This course develops an innovative mindset to deal with global complexity, barriers to international trade, and human resource challenges. Students are provided with the evidence, concepts, and models for understanding company performance in a global world and the issues facing executives in the early 21st century. (Irreg.)",May 12 - Jun 6,36 out of 36,Lecture,Blended In-Person Asynchronous,Not Repeatable,None,No Wait List,Times not - Online Days,not available May 12 7:30 am - 5:30 pm HSC - 865 Research Parkway 360 M May 13 7:30 am - 5:30 pm HSC - 865 Research Parkway 360 T May 14 7:30 am - 5:30 pm HSC - 865 Research Parkway 360 W May 15 7:30 am - 12:25 pm HSC - 865 Research Parkway 360,"R""",,,
"""EMAD 5352-300 -Global Aero&Def Strategy"",",Shad Satterthwaite,"Prerequisite: Graduate standing, departmental permission, and admission to the Executive Management in Aerospace/Defense graduate certificate program. This course develops an innovative mindset to deal with global complexity, barriers to international trade, and human resource challenges. Students are provided with the evidence, concepts, and models for understanding company performance in a global world and the issues facing executives in the early 21st century. (Irreg.)",Jul 7 - Aug 1,36 out of 36,Lecture,Blended In-Person Asynchronous,Not Repeatable,None,No Wait List,Times not - Online Days,not available Jul 20 7:30 am - 5:30 pm HSC - 865 Research Parkway 360 U Jul 21 7:30 am - 5:30 pm HSC - 865 Research Parkway 360 M Jul 22 7:30 am - 5:30 pm HSC - 865 Research Parkway 360 T Jul 23 7:30 am - 12:25 pm HSC - 865 Research Parkway 360,"W""",,,
"""EMAD 5362-999 -Field Proj Aero&Def Analysis"",",Shad Satterthwaite,"Prerequisite: Graduate standing, departmental permission, and admission to the Executive Management in Aerospace/Defense graduate certificate program. This course provides experiential learning in the aerospace and defense industry by having students apply knowledge from the classroom and work experience to analyzing problems facing A&D organizations. Field projects will deal with scoping the problem under study, structured analysis of the problem including data collection from internal and external sources, and development of recommendations, solutions, and timeline for implementation. (Irreg.)",May 12 - Jul 3,10 out of 10,Field Study,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
"""EMAD 5372-999 -Field Proj Aero&Def Implement"",",Shad Satterthwaite,"Prerequisite: Graduate standing, departmental permission, admission to the Executive Management in Aerospace/Defense graduate certificate program, and B AD 5362. This course provides experiential learning in the aerospace and defense industry by having students apply their knowledge from the classroom and their work experience to implement solutions and recommendations developed in B AD 5362 or those provided by the client organization. They will also include the development of a prototype, a pilot implementation of the solutions, and outcome testing. (Irreg.)",May 12 - Jul 3,10 out of 10,Field Study,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",,,
