course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""CLAR 2020-003 -Clarinet: Fresh/Soph"",",Suzanne Tirk,"2 to 4 hours. Prerequisite: Majors only. May be repeated; maximum credit 12 hours. Applied instrumental lessons for freshmen and sophomore music majors in a School of Music degree program. (F, Sp)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 12,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 2020-004 -Clarinet: Fresh/Soph"",",Suzanne Tirk,"2 to 4 hours. Prerequisite: Majors only. May be repeated; maximum credit 12 hours. Applied instrumental lessons for freshmen and sophomore music majors in a School of Music degree program. (F, Sp)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 12,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 4000-001 -Junior/Senior Secondary Clar"",",Andrea Venega Vargas and Suzanne Tirk,"1 to 2 hours. Prerequisite: permission of adviser and instructor. May be repeated; maximum credit toward B.F.A., B.M.A., B.M.E., and B.M. degrees, eight hours. For junior and senior music students studying in a secondary (or minor) performance area. (F, Sp, Su)",Aug 19 - Dec 6,3 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 8,None,No Wait List,Times not - Catlett Music,Ctr 116 Days not,"available""",,,
"""CLAR 4020-001 -Clarinet: Junior/Senior"",",Suzanne Tirk,"1 to 4 hours. Prerequisite: Majors only; junior standing. May be repeated; maximum credit 20 hours. Applied instrumental lessons for junior and senior music majors in a School of Music degree program. (F, Sp)",Aug 19 - Dec 6,4 out of 10,Performance Based Activity,Traditional In-Person,Max Hours: 20,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 4020-002 -Clarinet: Junior/Senior"",",Andrea Venega Vargas and Suzanne Tirk,"1 to 4 hours. Prerequisite: Majors only; junior standing. May be repeated; maximum credit 20 hours. Applied instrumental lessons for junior and senior music majors in a School of Music degree program. (F, Sp)",Aug 19 - Dec 13,4 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 20,None,No Wait List,Times not available,Location not available,Days not available,,,
"""CLAR 4020-004 -Clarinet: Junior/Senior"",",Suzanne Tirk,"1 to 4 hours. Prerequisite: Majors only; junior standing. May be repeated; maximum credit 20 hours. Applied instrumental lessons for junior and senior music majors in a School of Music degree program. (F, Sp)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 20,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 5000-001 -Master's Secondary Clarinet"",",Suzanne Tirk,"1 to 2 hours. Prerequisite: graduate standing in music; permission of adviser and instructor. May be repeated; maximum credit eight hours on a given instrument (including voice). For master's degree music students studying in a secondary (or minor) performance area. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 8,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 5010-001 -Master's Clarinet--Non-Perf"",",Suzanne Tirk,"1 to 3 hours. Prerequisite: graduate standing in music; permission of adviser and instructor. May be repeated; maximum credit eight hours on a given instrument (including voice). For master's degree students other than performance majors in their major field. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 8,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 5020-001 -Master's Clarinet--Perform"",",Suzanne Tirk,"2 to 4 hours. Prerequisite: graduate standing in music; permission of adviser and instructor; 4020 and 4021 or equivalent. May be repeated; maximum credit toward an M.M. degree 10 hours. (F, Sp, Su)",Aug 19 - Dec 6,4 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 24,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 6000-001 -Doctoral Secondary Clarinet"",",Suzanne Tirk,"1 to 2 hours. Prerequisite: graduate standing in music, permission of adviser or instructor. May be repeated; maximum credit eight hours on a given instrument (including voice). For doctoral degree music students studying in a secondary (or minor) performance area. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Max Hours: 8,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 6010-001 -Doctoral Clarinet--Non-Perform"",",Suzanne Tirk,"2 to 3 hours. Prerequisite: graduate standing in music; permission of adviser and instructor. May be repeated. Doctoral-level study of applied music in the major performance area for students other than performance majors in their primary field. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,Times: 10,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CLAR 6020-001 -Doctoral Clarinet--Performance"",",Suzanne Tirk,"2 to 4 hours. Prerequisite: graduate standing in music; 5042; permission of adviser and instructor. May be repeated; credit applicable toward applied music requirements for the Doctor of Musical Arts degree. Doctoral-level study of applied music for performance majors in their primary field. (F, Sp, Su)",Aug 19 - Dec 6,3 out of 5,Performance Based Activity,Traditional In-Person,Times: 10,None,No Wait List,1:30 pm - 2:20 pm,Catlett Music Ctr 116,"T""",,,
"""CNS 5970-001 -Constr. Analytics & Innovation"",",Kofi Asare,1 to 3 hours. Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 9 hours. Special topics or seminar course for content not currently offered in regularly-scheduled courses. May include library and/or laboratory research and field projects. (Irreg.),Aug 19 - Dec 6,4 out of 10,Seminar,Traditional In-Person,"Times: 8, Max Hours: 9",None,No Wait List,1:30 pm - 2:45 pm,Gould Hall 230,TR,1:30 pm - 3:30 pm,Dec 10,"Gould Hall 230 T"","
"""CNS 5980-001 -Research for Master's Thesis"",",Somik Ghosh,"2 to 9 hours. Prerequisite: Graduate standing and majors only. May be repeated; Maximum credit applicable toward degree, 5 hours. Production of Master's Thesis. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 20, Max Hours: 5",None,No Wait List,Times not available,Location not available,Days not available,1:30 pm - 3:30 pm,Dec 10,"Gould Hall 230 T"","
"""CNS 5980-002 -Research for Master's Thesis"",",Somik Ghosh,"2 to 9 hours. Prerequisite: Graduate standing and majors only. May be repeated; Maximum credit applicable toward degree, 5 hours. Production of Master's Thesis. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 20, Max Hours: 5",None,No Wait List,Times not available,Location not available,Days not available,,,
"""CNS 5980-003 -Research for Master's Thesis"",",Tamera Mc Cuen,"2 to 9 hours. Prerequisite: Graduate standing and majors only. May be repeated; Maximum credit applicable toward degree, 5 hours. Production of Master's Thesis. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 20, Max Hours: 5",None,No Wait List,Times not available,Location not available,Days not available,,,
"""CNS 5980-004 -Research for Master's Thesis"",",Matthew Reyes,"2 to 9 hours. Prerequisite: Graduate standing and majors only. May be repeated; Maximum credit applicable toward degree, 5 hours. Production of Master's Thesis. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 20, Max Hours: 5",None,No Wait List,Times not available,Location not available,Days not available,,,
"""CNS 5980-005 -Research for Master's Thesis"",",TBD,"2 to 9 hours. Prerequisite: Graduate standing and majors only. May be repeated; Maximum credit applicable toward degree, 5 hours. Production of Master's Thesis. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 20, Max Hours: 5",None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""CNS 5993-001 -Special Studies Research"",",Ben Bigelow,Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 6 hours. Credit for applied research for the special studies project selected by the student and advisory committee. (Irreg.),Aug 19 - Dec 13,9 out of 10,Thesis/Dissertation,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""CNS 5993-002 -Special Studies Research"",",Somik Ghosh,Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 6 hours. Credit for applied research for the special studies project selected by the student and advisory committee. (Irreg.),Aug 19 - Dec 13,9 out of 10,Thesis/Dissertation,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""CNS 5993-003 -Special Studies Research"",",Tamera Mc Cuen,Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 6 hours. Credit for applied research for the special studies project selected by the student and advisory committee. (Irreg.),Aug 19 - Dec 13,10 out of 10,Thesis/Dissertation,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""CNS 5993-004 -Special Studies Research"",",Matthew Reyes,Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 6 hours. Credit for applied research for the special studies project selected by the student and advisory committee. (Irreg.),Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""CNS 5993-005 -Special Studies Research"",",Doyle Phillips,Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 6 hours. Credit for applied research for the special studies project selected by the student and advisory committee. (Irreg.),Aug 19 - Dec 13,4 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not - Gould Hall,Days not,"available""",,,
"""CNS 5993-006 -Special Studies Research"",",Kofi Asare,Prerequisite: Graduate standing and majors only. May be repeated with change of content; maximum credit 6 hours. Credit for applied research for the special studies project selected by the student and advisory committee. (Irreg.),Aug 19 - Dec 13,3 out of 5,Thesis/Dissertation,Traditional In-Person,"Times: 1, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""CREK 2733-001 -Intermediate Creek/Seminole"",",Melanie Frye,Prerequisite: 1725. A systematic review of the structure of the Creek/Seminole language. Syntactic control and vocabulary expansion are emphasized. Conversational practice and traditional oral texts are used to develop proficiency. (F),Aug 19 - Dec 6,18 out of 24,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,1:00 pm - 1:50 pm,Copeland Hall 246,MWF,8:00 am - 10:00 am,Dec 13,"Copeland Hall 246 F"","
"""CRJU 5013-998 -Intro to CJ"",",Mark Mccoy,"Prerequisite: Graduate standing. This course provides a comprehensive overview of the American criminal justice system. Students will examine the historical foundations and evolution of key institutions, policies, and practices. A critical lens will be applied to analyze how structural inequality has contributed to disparate outcomes for marginalized groups. (F, Sp, Su)",Aug 19 - Dec 6,15 out of 30,Lecture,Asynchronous Online,Not Repeatable,None,No Wait List,Times not - Online Days,not,"available""",8:00 am - 10:00 am,Dec 13,"Copeland Hall 246 F"","
"""CRJU 5960-992 -Directed Readings"",",Trina Hope,"2 to 9 hours. Prerequisite: graduate standing, CAS 5003, and completion of first concentration course; or permission of dean. May be repeated with change of content; maximum credit 9 hours. In-depth study of literature on a topic related to the student's program of study; variable content. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Independent Study,Asynchronous Online,Max Hours: 9,None,No Wait List,Times not - Online Days,not,"available""",,,
"""CYBS 3123-980 -Introduction to Unix Systems"",",John Hassell,"Prerequisite: C S 2413 and MATH 1914; and C S 2813 or MATH 2513. This course provides an introduction to the UNIX operating system. Topics include files and directories, electronic mail, security, advanced file systems, network utilities, network file sharing, text utilities, shell programming, regular expressions, UNIX internals, UNIX system administration, UNIX variations, and systems programming. Programming assignments involve the UNIX shell script language. (F)",Aug 19 - Dec 13,26 out of 50,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,2:30 pm - 3:50 pm,Learning Center 220,"TR""",,,
"""CYBS 3213-980 -Foundations of Cybersecurity"",",Christopher Freeze,"This course/section has been selected for the Inclusive Access (IA) program which provides lower cost digital course materials and easier access to course content, including direct delivery through Canvas on or before the first day of class. Your OU Student Bursar account will be directly charged for these digital materials at a significant discount. You will be given the opportunity to opt-out of this program; however, these IA course materials are required, necessary for maximum success in this course, and not available anywhere for a lower price. Your instructor may require other items not available through IA which must be purchased separately. Check the Soonerbooks.com portal to determine if other materials have been adopted. Check here to view the savings for your course material: https://link.ou.edu/ia-savings  Prerequisite: C S 2413, MATH 1914 and either C S 2813 or MATH 2513. This course introduces cybersecurity, principles, and technologies. It deals with security issues related to systems and software. Topics include cyber threats and vulnerabilities, information security frameworks and policies, cryptography, penetration testing, and in-depth defense. The goal is to develop a foundation for further study in cybersecurity. (F)",Aug 19 - Dec 13,26 out of 50,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,4:00 pm - 5:20 pm,Learning Center 220,"TR""",,,
"""CYBS 3223-980 -Appl Stats for Computing"",",Gregory MacDonald,"Prerequisite: MATH 2423, course is not open to freshmen. This course is an introduction to basic statistical concepts and techniques with an emphasis on application to applied computing. Topics include basic properties of probability, a review of descriptive statistics, common discrete and continuous distributions of data, visualization of real data, hypothesis testing, parametric versus nonparametric tests, supervised and unsupervised learning methods, the bias-variance tradeoff, use of statistical packages. (F)",Aug 19 - Dec 13,28 out of 50,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,6:00 pm - 7:20 pm,Learning Center 220,"TR""",,,
"""CYBS 3323-980 -Hardware Security"",",Sungbo Jung,"Prerequisite: CYBS 3123 or concurrent enrollment in CYBS 3123. This course focuses on hardware (HW) security and covers security and trust from the HW perspective. It introduces students to HW components, including SoC and PCB, and examines security and trust issues in such HW components. Topics include digital lock, circuit theory, ASICs and FPGAs, HW security threats, malware, and attacks, along with specific countermeasures against HW attacks. (F)",Aug 19 - Dec 13,27 out of 50,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,1:00 pm - 2:20 pm,Learning Center 220,"TR""",,,
"""DANC G4821-001 -Teaching Practicum - Ballet"",",Rebecca Herrin,"CONTACT DEPARTMENT FOR ADDITIONAL INFORMATION ON TIME & LOCATION.  Prerequisite: Majors only; DANC 4812. May be repeated; maximum credit three hours. Teaching children's ballet classes of various levels. Student will teach an average of twelve classes per semester, and meet with the supervising professor following observation of teaching assignments. (F, Sp)",Aug 19 - Dec 6,11 out of 12,Performance Based Activity,Traditional In-Person,"Times: 2, Max Hours: 3",None,No Wait List,3:00 pm - 5:00 pm,Fine Arts Center 110,"F""",,,
"""DANC G4851-001 -Teaching Modern Dance"",",Leslie Steffensen,"Contact Department for meeting times and locations  Prerequisite: 4832. May be repeated; maximum credit three hours. Practical teaching experience in modern dance or creative dance for children. (F, Sp)",Aug 19 - Dec 6,5 out of 12,Performance Based Activity,Traditional In-Person,Max Hours: 3,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1000 Days not,"available""",,,
"""DANC 4990-002 -Special Studies"",",Michael Bearden,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,13 out of 15,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 4990-003 -Special Studies"",",Austin Hartel,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,10 out of 10,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1008 Days not,"available""",,,
"""DANC 4990-004 -Special Studies"",",Leslie Steffensen,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 4990-008 -Special Studies"",",Rebecca Herrin,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,20 out of 20,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 4990-009 -Special Studies"",",Roxanne Lyst,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,7 out of 10,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 4990-010 -Special Studies"",",Glenn Edgerton,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 10,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 4990-011 -Special Studies"",",Boyko Dossev,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,5 out of 5,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 4990-012 -Special Studies"",",Jan Fugit,"1 to 6 hours. Prerequisite: Departmental permission; May be repeated with change of subject matter; maximum credit eight hours. Variable as to subject and credit for areas of specialty and/or interest not otherwise provided in the standard offering of courses. (F, Sp, Su)",Aug 19 - Dec 6,10 out of 10,Performance Based Activity,Traditional In-Person,"Times: 7, Max Hours: 8",None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1000 Days not,"available""",,,
"""DANC 5023-001 -Intro Graduate Study in Dance"",",Steven Ha,"Prerequisite: graduate standing. Developing research, organizational and refined skills for scholarly writing. Establishing a foundation to analyze existing materials in the dance field for purposes of debate and theory construction. Providing clarification of MFA in Dance expectations and defining a direction/program of study which will enrich knowledge within the discipline. (Irreg.)",Aug 19 - Dec 6,3 out of 5,Lecture,Traditional In-Person,Not Repeatable,None,No Wait List,9:00 am - 11:40 am,Reynolds Performing Arts Ctr 3040,"M""",,,
"""DANC 5090-001 -Graduate Special Studies"",",TBD,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,4 out of 4,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 2030 Days not,"available""",,,
"""DANC 5090-002 -Graduate Special Studies"",",Michael Bearden,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1000 Days not,"available""",,,
"""DANC 5090-003 -Graduate Special Studies"",",Austin Hartel,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1008 Days not,"available""",,,
"""DANC 5090-004 -Graduate Special Studies"",",Leslie Steffensen,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 5090-006 -Graduate Special Studies"",",TBD,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1000 Days not,"available""",,,
"""DANC 5090-009 -Graduate Special Studies"",",Roxanne Lyst,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1020 Days not,"available""",,,
"""DANC 5090-010 -Graduate Special Studies"",",Glenn Edgerton,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""DANC 5090-011 -Graduate Special Studies"",",Boyko Dossev,"1 to 6 hours. Prerequisite: permission. May be repeated; maximum credit six hours. A special creative or research project course in any phase of dance adapted to the individual student. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Reynolds Performing,Arts Ctr 1000 Days not,"available""",,,
"""DANC 5224-001 -Graduate Ballet Technique"",",Jan Fugit and Mary Holt,"Prerequisite: Graduate standing and departmental permission; May be repeated; maximum credit 12 hours. Intensive study of dance techniques for proficiency in performance and teaching. (F, Sp, Su)",Aug 19 - Dec 6,7 out of 8,Performance Based Activity,Traditional In-Person,"Times: 2, Max Hours: 12",None,No Wait List,11:00 am - 12:50 pm,Reynolds Performing Arts Ctr 3002  Aug 19 - Dec 6 10:30 am - 11:50 am Reynolds Performing Arts Ctr 3002,MWF,,,
"""DES 2633-001 -Visual Communication I"",",Karen Hayes-Thumann,"Prerequisite: Majors only; ART 1033, ART 1043; corequisite: DES 2643. Introductory course in visual communication which focuses on nonverbal communication. Students are introduced to design research, theory and methods. This course explores the importance design plays in shaping meaning and interpretation through basic visual interaction. (F)",Aug 19 - Dec 6,2 out of 20,Performance Based Activity,Traditional In-Person,Not Repeatable,None,No Wait List,9:30 am - 12:20 pm,Fred Jones Art Ctr 103,"MW""",,,
"""DES 2643-001 -Design Technology"",",Eric Anderson,"Prerequisite: majors only, ART 1033 and ART 1043; corequisite: DES 2633. Introduction to electronic tools, processes and techniques as they relate to visual communications. (F)",Aug 19 - Dec 6,1 out of 10,Performance Based Activity,Traditional In-Person,Not Repeatable,None,No Wait List,9:30 am - 12:20 pm,Fred Jones Art Ctr 110,"TR""",,,
"""DES 3633-001 -Visual Communication III"",",Raju Maharjan,"Prerequisite: Majors only; DES 2653, DES 2663; corequisite: DES 3663. Exploration and application of information systems as they apply to visual communications. (F)",Aug 19 - Dec 6,4 out of 28,Performance Based Activity,Traditional In-Person,Not Repeatable,None,No Wait List,1:30 pm - 4:20 pm,Fred Jones Art Ctr 103,"MW""",,,
"""DES 3663-001 -Typography II"",",Barry Roseman,"Prerequisite: Majors only; DES 2653, DES 2663; corequisite: DES 3633. Concentrated exploration of issues within typography using word and image. Projects explore visual and verbal context and meaning through expressive and utilitarian aspects of typography. (F)",Aug 19 - Dec 6,1 out of 14,Performance Based Activity,Traditional In-Person,Not Repeatable,None,No Wait List,9:30 am - 12:20 pm,Fred Jones Art Ctr 111,"TR""",,,
"""DES 3663-002 -Typography II"",",Barry Roseman,"Prerequisite: Majors only; DES 2653, DES 2663; corequisite: DES 3633. Concentrated exploration of issues within typography using word and image. Projects explore visual and verbal context and meaning through expressive and utilitarian aspects of typography. (F)",Aug 19 - Dec 6,1 out of 14,Performance Based Activity,Traditional In-Person,Not Repeatable,None,0 Waiting,1:30 pm - 4:20 pm,Fred Jones Art Ctr 111,"TR""",,,
"""DES 3960-001 -Honors Reading"",",TBD,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Consists of either reading topics or independent study designated by the instructor in keeping with the student's major program. The topics of study will cover materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,2 out of 2,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""DES 3970-001 -Honors Seminar"",",TBD,"1 to 3 hours. Prerequisite: admission to Honors Program, junior or senior standing. May be repeated with change of subject matter; maximum credit six hours. The projects covered will vary. The content will deal with concepts not usually presented in regular coursework. (Irreg.)",Aug 19 - Dec 13,2 out of 2,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""DES 3980-001 -Honors Research"",",TBD,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject; maximum credit six hours. Provides an opportunity for the gifted honors candidate to work at a special project in the student's field. (F, Sp)",Aug 19 - Dec 13,2 out of 2,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""DES 4643-002 -Visual Communication V"",",Sang Ryu,"Prerequisite: Majors only; DES 3653, DES 3643; corequisite: DES 4653. Students explore contemporary and critical issues in visual communications. This course deals with the planning, design and implementation of multi-faceted design problems directed towards an understanding and integration of people and visual communication. (F)",Aug 19 - Dec 6,2 out of 12,Performance Based Activity,Traditional In-Person,Not Repeatable,None,0 Waiting,1:30 pm - 4:20 pm,Fred Jones Art Ctr 110,"MW""",,,
"""DES 4653-001 -Typography III"",",Karen Hayes-Thumann,"Prerequisite: Majors only; DES 3643, DES 3653; corequisite: DES 4643. Typographic problem solving, exploration, and experimentation. Emphasis is on the development of syntactic typographic relations in visual communication. (F)",Aug 19 - Dec 6,2 out of 24,Performance Based Activity,Traditional In-Person,Not Repeatable,None,No Wait List,9:30 am - 12:20 pm,Fred Jones Art Ctr 103,"TR""",,,
"""DES 4930-001 -Internship"",",Karen Hayes-Thumann,1 to 6 Hours. Prerequisite: permission of instructor; majors only. May be repeated; maximum credit six hours. Students arrange and participate in a professional work experience with an approved internship site. (Irreg.),Aug 19 - Dec 13,3 out of 8,Internship,Traditional In-Person,"Times: 5, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DES 4990-001 -Independent Study"",",Barry Roseman,Prerequisite: majors only; junior standing or permission of instructor. May be repeated: Maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent Study may include library and/or laboratory research and field projects. Title is variable only to reflect specific discipline area within the School of Art & Art History. (Irreg),Aug 19 - Dec 13,4 out of 5,Performance Based Activity,Traditional In-Person,"Times: 5, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
"""DES 4990-002 -Independent Study"",",Karen Hayes-Thumann,Prerequisite: majors only; junior standing or permission of instructor. May be repeated: Maximum credit six hours. Contracted independent study for a topic not currently offered in regularly scheduled courses. Independent Study may include library and/or laboratory research and field projects. Title is variable only to reflect specific discipline area within the School of Art & Art History. (Irreg),Aug 19 - Dec 6,3 out of 4,Performance Based Activity,Traditional In-Person,"Times: 5, Max Hours: 6",None,No Wait List,Times not available,Location not available,Days not available,,,
