course name,instructor,course description,course dates,seats left,Schedule,delivery,repeatable,Gened type,Waitlist,meeting times,location,meeting days,final exam time,final exam date,final exam location
"""C S 3910-001 -CS Internship"",",Mansoor Abdulhak,"0 to 3 hours. Prerequisite: (CS 2413 or CS 2414) and (CS 2813 or Math 2513), majors only and permission of instructor. Focuses on application of the skills taught in major courses. Allows a student to earn credit toward degree requirements through the completion of an intense internship experience. Feedback from the sponsoring organization and a written report detailing the responsibilities and results of the experience is required. (F, Sp, Su)",Aug 19 - Dec 13,1 out of 5,Internship,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 3960-001 -Honors Reading (HONORS)"",",Dean Hougen,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-002 -Honors Reading (HONORS)"",",David Ebert,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-003 -Honors Reading (HONORS)"",",Deborah Trytten,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-004 -Honors Reading (HONORS)"",",Mohammed Atiquzzaman,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-005 -Honors Reading (HONORS)"",",Chongle Pan,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-006 -Honors Reading (HONORS)"",",Dimitrios Diochnos,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-007 -Honors Reading (HONORS)"",",Shangqing Zhao,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-008 -Honors Reading (HONORS)"",",TBD,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-009 -Honors Reading (HONORS)"",",Sridhar Radhakrishnan,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-010 -Honors Reading (HONORS)"",",Gia-Loi Gruenwald,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-012 -Honors Reading (HONORS)"",",Song Fang,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-013 -Honors Reading (HONORS)"",",Anindya Maiti,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-015 -Honors Reading (HONORS)"",",Qi Cheng,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-016 -Honors Reading (HONORS)"",",Golnaz Habibi,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-017 -Honors Reading (HONORS)"",",Christopher Weaver,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-018 -Honors Reading (HONORS)"",",Andrew Fagg,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-019 -Honors Reading (HONORS)"",",Amy McGovern,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3960-021 -Honors Reading (HONORS)"",",Ghulam Quadri,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated; maximum credit six hours. Consists of topics designated by the instructor in keeping with the student's major program. Covers materials not usually presented in the regular courses. (F, Sp)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-001 -Honors Research (HONORS)"",",Dean Hougen,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-002 -Honors Research (HONORS)"",",David Ebert,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-003 -Honors Research (HONORS)"",",Deborah Trytten,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-004 -Honors Research (HONORS)"",",Mohammed Atiquzzaman,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-005 -Honors Research (HONORS)"",",Chongle Pan,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-006 -Honors Research (HONORS)"",",Dimitrios Diochnos,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-007 -Honors Research (HONORS)"",",Shangqing Zhao,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-008 -Honors Research (HONORS)"",",TBD,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-009 -Honors Research (HONORS)"",",Sridhar Radhakrishnan,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-010 -Honors Research (HONORS)"",",Gia-Loi Gruenwald,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-012 -Honors Research (HONORS)"",",Song Fang,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-013 -Honors Research (HONORS)"",",Anindya Maiti,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,3 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-014 -Honors Research (HONORS)"",",Chao Lan,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-015 -Honors Research (HONORS)"",",Qi Cheng,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-016 -Honors Research (HONORS)"",",Golnaz Habibi,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-017 -Honors Research (HONORS)"",",Christopher Weaver,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-018 -Honors Research (HONORS)"",",Andrew Fagg,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,4 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-019 -Honors Research (HONORS)"",",Amy McGovern,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 3980-020 -Honors Research (HONORS)"",",TBD,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 3980-021 -Honors Research (HONORS)"",",Ghulam Quadri,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 3980-022 -Honors Research (HONORS)"",",Sina Khanmohammadi,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 3980-023 -Honors Research (HONORS)"",",Richard Veras,"1 to 3 hours. Prerequisite: admission to Honors Program. May be repeated with change of subject matter; maximum credit six hours. Provides an opportunity for the gifted Honors candidate to work on a special project in the student's field. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not available,Location not available,Days not available,,,
"""C S 4013-995 -Artificial Intelligence"",",Chao Lan,"(Slashlisted with C S 5013) Prerequisite: CS 2413 or CS 5005, and CS 2813 or CS 4005 or MATH 2513. Study of the methods of search, knowledge representation, heuristics, and other aspects of automating the solution of problems requiring intelligence. No student may earn credit for both 4013 and 5013. (Sp)",Aug 19 - Dec 13,1 out of 120,Lecture,Asynchronous Online,Not Repeatable,None,0 Waiting,Times not - Online Days,not,"available""",,,
"""C S 4033-001 -Machine Learning Fundamentals"",",Chao Lan,"(Slashlisted with C S 5033) Prerequisites: C S 2413, and C S 2813 or MATH 2513, and MATH 4753 or ISE 3293 or MATH 4743, and MATH 3333, and MATH 3113 or MATH 3413. Topics include decision trees, relational learning, neural networks, Bayesian learning, reinforcement learning, multiple-instance learning, feature selection, learning appropriate representations, clustering, and kernel methods. No student may earn credit for both 4033 and 5033. (F)",Aug 19 - Dec 6,9 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,10:00 am - 10:50 am,Gould Hall 155,MWF,8:00 am - 10:00 am,Dec 11,"Gould Hall 155 W"","
"""C S 4113-001 -Distributed Operating Systems"",",Richard Veras,"(Slashlisted with C S 5113) Prerequisite: C S 3113, and Mathematics 4753 or Industrial Engineering 3293 or Mathematics 4743 or Engineering 3293. Continuation of study from 3113. Advanced topics and examples and simulation techniques used in performance evaluation. No student may earn credit for both 4113 and 5113. (Sp)",Aug 19 - Dec 6,6 out of 20,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,12:00 pm - 1:15 pm,Carson Engr Ctr 438,TR,1:30 pm - 3:30 pm,Dec 11,"Carson Engr Ctr 438 W"","
"""C S 4173-001 -Computer Security"",",Song Fang,"(Slashlisted with C S 5173) Prerequisite: CS 3113. An introduction to computer security. Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software. (F)",Aug 19 - Dec 6,13 out of 45,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,3:00 pm - 4:15 pm,Felgar Hall 300,TR,4:30 pm - 6:30 pm,Dec 11,"Felgar Hall 300 W"","
"""C S 4173-995 -Computer Security"",",Shangqing Zhao,"(Slashlisted with C S 5173) Prerequisite: CS 3113. An introduction to computer security. Topics include applied cryptography, access control, programming and software security, operating system security, network security protocols, and the legal and ethical aspects of security software. (F)",Aug 19 - Dec 13,2 out of 20,Lecture,Asynchronous Online,Not Repeatable,None,0 Waiting,Times not - Online Days,not,"available""",4:30 pm - 6:30 pm,Dec 11,"Felgar Hall 300 W"","
"""C S 4410-001 -Programming Competition"",",Andrew Fagg,"Prerequisite: Permission of Instructor. Prepare students to participate in regional, national, and international computer programming competitions. Students will work in teams to solve challenging computer programming problems. (F, Sp)",Aug 19 - Dec 6,20 out of 20,Lecture,Traditional In-Person,Times: 9,None,0 Waiting,5:00 pm - 7:00 pm,Devon Energy Hall 130,"W""",,,
"""C S G4413-001 -Algorithm Analysis"",",Lauren E. Grimley,"(Crosslisted with DSA 4413) Prerequisites: C S 2413 and C S 2813; or MATH 2513; or C S 5005. Design and analysis of algorithms and measurement of their complexity. This course introduces various algorithm design strategies: divide and conquer, greedy principle and dynamic programming to solve a variety of problems using algorithms of various types - deterministic and randomized, serial and parallel, centralized and decentralized, program based and circuit based. (F)",Aug 19 - Dec 6,20 out of 120,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,10:30 am - 11:45 am,Dale Hall 206,TR,8:00 am - 10:00 am,Dec 12,"Dale Hall 206 R"","
"""C S 4473-001 -PDN Programming"",",Richard Veras,"(Slashlisted with C S 5473) Prerequisite: CS 3113 and CS 4413. Parallel and distributed architectures, algorithms, programming paradigms and network communication protocols and programming. Topics include asynchronous/synchronous computation, GPU architectures, load balancing, memory hierarchies, other parallel and distributed models of computation, concepts about computer networks, including internet protocol stack and internet architecture, and socket programming using TCP and UDP. No student may earn credit for both 4473 and 5473. (Sp)",Aug 19 - Dec 6,9 out of 60,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,9:00 am - 10:15 am,Dale Hall 206,TR,8:00 am - 10:00 am,Dec 9,"Dale Hall 206 M"","
"""C S G4513-001 -Database Management Systems"",",Gia-Loi Gruenwald,"(Crosslisted with DSA 4513) Prerequisites: C S 2413 and C S 2813; or MATH 2513; or C S 5005. The design and implementation of a DBMS including data models, query languages, entity-relationship diagrams, functional dependencies, normalization, storage structures, access methods, query processing, security and transaction management, and applications. The impact of databases on individuals, organizations, and society, and legal and professional responsibilities including security and privacy will be discussed. A commercial DBMS is used. Students practice written communication skills. (F)",Aug 19 - Dec 6,9 out of 275,Lecture,Synchronous Video Conf/Remote,Not Repeatable,None,0 Waiting,6:00 pm - 7:20 pm,Video Conference,"TR""",8:00 am - 10:00 am,Dec 9,"Dale Hall 206 M"","
"""C S G4613-001 -Computer Architecture"",",Ronald Barnes Jr,"(Crosslisted with ECE 4613) Prerequisite: ECE 3223 or C S 2614 or C S 2613. Covers basic concepts of computer system design and communication between components, along with current and historical examples of computer architecture. (F, Sp)",Aug 19 - Dec 6,3 out of 40,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,9:00 am - 10:15 am,Gallogly Hall 127,TR,8:00 am - 10:00 am,Dec 9,"Gallogly Hall 127 M"","
"""C S 4723-001 -Neural Data Science"",",Sina Khanmohammadi,"(Slashlisted with C S 5723) Prerequisite: Computer Programming (CS 1213 or CS 1313 or CS 1321 or CS 1323 or CS 1324) and Statistics (ECE 2523 or ISE 3293 or Math 4743 or Math 4753); or permission of instructor. This course will introduce the fundamental concepts of neural data analysis and its implementation using computer programming. Topics include statistical modeling, connectivity analysis, time-frequency analysis, and pattern recognition. No student may earn credit for both 4723 and 5723. (F)",Aug 19 - Dec 6,15 out of 30,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,9:00 am - 10:15 am,Carson Engr Ctr 438,TR,8:00 am - 10:00 am,Dec 9,"Carson Engr Ctr 438 M"","
"""C S 4733-001 -Vision for Autonomous Vehicles"",",Golnaz Habibi,"(Slashlisted with C S 5733) Prerequisite: C S2413 or C S 2414 or C S 5005; and MATH 3333; or permission of instructor. This course delves into the foundational principles of mathematics and the practical implementation of state-of-the-art autonomous navigation algorithms, specifically within the domains of self-driving cars, delivery robots, and autonomous aerial vehicles such as drones. Positioned within the field of robotics, it explores various aspects of autonomous navigation, covering motion planning, computer vision, localization, and mapping. No student may earn credit for both 4733 and 5733. (F)",Aug 19 - Dec 6,7 out of 25,Lecture,Traditional In-Person,Not Repeatable,None,0 Waiting,1:30 pm - 2:45 pm,Carson Engr Ctr 438,TR,1:30 pm - 3:30 pm,Dec 10,"Carson Engr Ctr 438 T"","
"""C S 4910-001 -Senior Reading and Research"",",Dean Hougen,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",1:30 pm - 3:30 pm,Dec 10,"Carson Engr Ctr 438 T"","
"""C S 4910-002 -Senior Reading and Research"",",David Ebert,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-003 -Senior Reading and Research"",",Deborah Trytten,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-004 -Senior Reading and Research"",",Mohammed Atiquzzaman,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-005 -Senior Reading and Research"",",Chongle Pan,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-006 -Senior Reading and Research"",",Dimitrios Diochnos,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-007 -Senior Reading and Research"",",Shangqing Zhao,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-008 -Senior Reading and Research"",",TBD,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-009 -Senior Reading and Research"",",Sridhar Radhakrishnan,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-010 -Senior Reading and Research"",",Gia-Loi Gruenwald,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
"""C S 4910-012 -Senior Reading and Research"",",Song Fang,"1 to 3 hours. Prerequisite: senior standing, permission of instructor. May be repeated with change of subject matter; maximum credit six hours. Individually supervised reading and research in computing science for gifted seniors. (F, Sp, Su)",Aug 19 - Dec 13,5 out of 5,Independent Study,Traditional In-Person,Max Hours: 6,None,No Wait List,Times not - Devon Energy,Hall Days not,"available""",,,
